CRB_Neighborhood,SITE_NAME,OWNERSHIP,TYPECODE,ACRES,TypeLong
Back Bay,Boston Common,City of Boston,3,45.74,Park_Play_Fields
Back Bay,Central Burying Ground,City of Boston,4,1.49,Burial_Grounds
Back Bay,Public Gardens,City of Boston,3,23.51,Park_Play_Fields
Back Bay,Myrtle Street Playground,City of Boston,3,0.14766565,Park_Play_Fields
Back Bay,Louisburg Square,Private,1,0.32409576,Malls_Sqs_Plaza
Back Bay,Copley Square Park,City of Boston,1,1.85428821,Malls_Sqs_Plaza
Back Bay,Prudential Center Plaza I,Private,1,1.0626591,Malls_Sqs_Plaza
Back Bay,Clarendon Street Playlot,City of Boston,3,0.33235436,Park_Play_Fields
Back Bay,Symphony Community Park,City of Boston,3,0.49679593,Park_Play_Fields
Back Bay,Edgerly Road Playground,City of Boston,3,0.1081164,Park_Play_Fields
Back Bay,Commonwealth Avenue Mall II,City of Boston,1,0.98,Malls_Sqs_Plaza
Back Bay,Harry Ellis Dickson Park,City of Boston,1,0.08351658,Malls_Sqs_Plaza
Back Bay,Dartmouth Street Mall,City of Boston,1,0.99856538,Malls_Sqs_Plaza
Back Bay,Christian Science Plaza,Private,1,9.91998231,Malls_Sqs_Plaza
Back Bay,Harcourt/West Canton Garden,MBTA,5,0.05094606,Community_Gardens
Back Bay,Follen Garden,MBTA,5,0.0870362,Community_Gardens
Back Bay,Copley Place Plaza,MassDOT,1,0.28932601,Malls_Sqs_Plaza
Back Bay,Prudential Center Plaza II,Private,1,1.09,Malls_Sqs_Plaza
Back Bay,Prudential Center Plaza III,Private,1,1.02,Malls_Sqs_Plaza
Back Bay,BPL Courtyard,City of Boston,1,0.19,Malls_Sqs_Plaza
Back Bay,Charlesgate II,Commonwealth of Massachusetts,2,1.49,Parks_Reserv_Beaches
Back Bay,Boylston Street II,Commonwealth of Massachusetts,2,2.4,Parks_Reserv_Beaches
Back Bay,Commonwealth Avenue Mall I,City of Boston,1,10.87,Malls_Sqs_Plaza
Back Bay,Belvidere/Dalton Plaza,City of Boston,1,0.14717063,Malls_Sqs_Plaza
Back Bay,BU Grounds Central,Private,1,2.53983108,Malls_Sqs_Plaza
Back Bay,Mount Vernon Square,Private,1,0.05,Malls_Sqs_Plaza
Back Bay,Charlesgate I,Commonwealth of Massachusetts,2,6.52,Parks_Reserv_Beaches
Back Bay,Charles River Reservation,Commonwealth of Massachusetts,2,171.69,Parks_Reserv_Beaches
Back Bay,Southwest Corridor Park,MBTA,2,47.68,Parks_Reserv_Beaches
Bay Village,Tai Tung Park,City of Boston,3,0.03323863,Park_Play_Fields
Bay Village,Pine Street Park,BRA,3,0.27166117,Park_Play_Fields
Bay Village,Childe Hassam Park,City of Boston,1,0.06016341,Malls_Sqs_Plaza
Bay Village,Chandler/Tremont Plaza,City of Boston,1,0.23,Malls_Sqs_Plaza
Bay Village,Oak Terrace Playlot,Private,3,0.0309362,Park_Play_Fields
Bay Village,Bay Village Garden,City of Boston,5,0.02,Community_Gardens
Bay Village,Lincoln Square,City of Boston,1,0.05486393,Malls_Sqs_Plaza
Bay Village,Statler Park,City of Boston,1,0.22675082,Malls_Sqs_Plaza
Bay Village,Castle Square Parks,BRA,3,1.19,Park_Play_Fields
Bay Village,Elliot Norton Park,City of Boston,3,0.77064426,Park_Play_Fields
Bay Village,Bay Village Neighborhood Park,City of Boston,1,0.07965458,Malls_Sqs_Plaza
Bay Village,Fourth Street Park,Commonwealth of Massachusetts,1,0.66,Malls_Sqs_Plaza
Allston,Commonwealth Avenue Outbound,City of Boston,1,5.52780408,Malls_Sqs_Plaza
Brighton,Wilson Park,City of Boston,1,0.09717567,Malls_Sqs_Plaza
Brighton,Hooker-Sorrento Street Playground,City of Boston,3,1.00537799,Park_Play_Fields
Brighton,Smith Playground,City of Boston,3,14.79771231,Park_Play_Fields
Brighton,Fern Square,City of Boston,1,0.04054316,Malls_Sqs_Plaza
Brighton,Ringer Playground,City of Boston,3,10.25585494,Park_Play_Fields
Brighton,Kennedy Rock,Private,6,2.21054314,Natural_Areas
Brighton,McKinney Playground,City of Boston,3,5.89138132,Park_Play_Fields
Brighton,Hobart Park,City of Boston,3,0.80884689,Park_Play_Fields
Brighton,Market Street Burying Ground,City of Boston,4,0.39534779,Burial_Grounds
Brighton,Jackson Square,City of Boston,1,0.12031326,Malls_Sqs_Plaza
Brighton,Reilly Playground,Commonwealth of Massachusetts,3,6.96695306,Park_Play_Fields
Brighton,Boyden Park,Commonwealth of Massachusetts,1,0.48179081,Malls_Sqs_Plaza
Brighton,Evergreen Cemetery,City of Boston,4,20.77215033,Burial_Grounds
Brighton,Hardiman Playground,City of Boston,3,1.47302947,Park_Play_Fields
Brighton,St John's Seminary,Private,6,59.97256943,Natural_Areas
Brighton,The Cenacles,Private,6,15.33969764,Natural_Areas
Brighton,Rogers Park,City of Boston,3,8.17116962,Park_Play_Fields
Brighton,Euston Path Rock,City of Boston,6,0.39015654,Natural_Areas
Brighton,Turnpike Overlook,MassDOT,6,3.15,Natural_Areas
Brighton,Foster Street Hill,Private,6,3.40605727,Natural_Areas
Brighton,Foster Street Rock,Private,6,4.62718042,Natural_Areas
Brighton,Boston College Athletic Fields,Private,3,9.72386143,Park_Play_Fields
Brighton,Chandler Pond,City of Boston,3,18.90802906,Park_Play_Fields
Brighton,Crittenton Hospital,Private,6,2.92656298,Natural_Areas
Brighton,Chestnut Hill Reservoir,Commonwealth of Massachusetts,2,115.8023318,Parks_Reserv_Beaches
Brighton,Commonwealth Avenue Outbound,City of Boston,1,5.52780408,Malls_Sqs_Plaza
Brighton,Mount St. Joseph's Athletic Fields,Private,6,4.19149009,Natural_Areas
Brighton,Penniman Road Play Area,City of Boston,3,0.7600167,Park_Play_Fields
Brighton,Chestnut Hill Reservoir Garden,Commonwealth of Massachusetts,5,0.11361635,Community_Gardens
Brighton,Boston University Ball Diamond,Private,3,1.67668525,Park_Play_Fields
Brighton,Oak Square,City of Boston,1,0.27145612,Malls_Sqs_Plaza
Brighton,Wilson Square,City of Boston,1,0.05817535,Malls_Sqs_Plaza
Brighton,Leo M. Birmingham Parkway,Commonwealth of Massachusetts,2,6.98115238,Parks_Reserv_Beaches
Brighton,Theresa Hynes Park,Private,3,0.45342376,Park_Play_Fields
Brighton,Union Square Plaza,City of Boston,1,0.07861218,Malls_Sqs_Plaza
Brighton,Commonwealth Tenants Association CG,BHA,5,0.35038399,Community_Gardens
Brighton,North Beacon Allee,Private,1,0.84,Malls_Sqs_Plaza
Brighton,Brian Honan Park,Private,3,0.45,Park_Play_Fields
Brighton,Brighton HS Hillside,City of Boston,1,1.43,Malls_Sqs_Plaza
Brighton,St. Elizabeth's Hospital Campus,Private,1,4.86,Malls_Sqs_Plaza
Brighton,Brighton Common,City of Boston,1,0.51023197,Malls_Sqs_Plaza
Brighton,Joyce Playground,City of Boston,3,1.31255051,Park_Play_Fields
Brighton,Cassidy Playground,City of Boston,3,9.3341859,Park_Play_Fields
Brighton,Shubow Park I,City of Boston,3,0.57,Park_Play_Fields
Brighton,Shubow Park II,City of Boston,3,0.16,Park_Play_Fields
Brighton,Brighton Police Station Campus,City of Boston,1,0.45,Malls_Sqs_Plaza
Brighton,Public Ground,City of Boston,1,0.06,Malls_Sqs_Plaza
Brighton,Portsmouth Street Playground,City of Boston,3,4.2823461,Park_Play_Fields
Brighton,Raymond V. Mellone Park I,City of Boston,3,1.08,Park_Play_Fields
Brighton,Raymond V. Mellone Park II,City of Boston,3,0.48,Park_Play_Fields
Brighton,Soldiers Field,Private,3,61.96925141,Park_Play_Fields
Brighton,Charles River Reservation,Commonwealth of Massachusetts,2,171.69,Parks_Reserv_Beaches
Brighton,Cunningham Park,City of Boston,1,0.17585485,Malls_Sqs_Plaza
Brighton,Fidelis Way Park,City of Boston,3,5.10486027,Park_Play_Fields
Brighton,Mahoney Park,City of Boston,1,0.028,Malls_Sqs_Plaza
Brighton,Theresa Hynes Park Access Easement,Private,0,0, 
Charlestown,Edwards Playground,City of Boston,3,1.34,Park_Play_Fields
Charlestown,City Square,Commonwealth of Massachusetts,1,1.21,Malls_Sqs_Plaza
Charlestown,John Harvard Mall,City of Boston,1,0.82977059,Malls_Sqs_Plaza
Charlestown,Paul Revere Park,Commonwealth of Massachusetts,2,6.40013027,Parks_Reserv_Beaches
Charlestown,Charlestown HS Athletic Fields,City of Boston,3,10.42,Park_Play_Fields
Charlestown,Ryan Playground,City of Boston,3,8.78,Park_Play_Fields
Charlestown,Gardens for Charlestown,Private,5,0.36291476,Community_Gardens
Charlestown,Barry Playground,City of Boston,3,3.32,Park_Play_Fields
Charlestown,Doherty Playground,City of Boston,3,3.02175616,Park_Play_Fields
Charlestown,St Francis De Sales Cemetery,Private,4,1.79538401,Burial_Grounds
Charlestown,Bunker Hill Monument,United States of America,1,3.75283998,Malls_Sqs_Plaza
Charlestown,Phipp's Street Burying Ground,City of Boston,4,1.7478712,Burial_Grounds
Charlestown,Winthrop Square,City of Boston,1,0.9,Malls_Sqs_Plaza
Charlestown,Hayes Square,City of Boston,1,0.17470544,Malls_Sqs_Plaza
Charlestown,Charlestown Sprouts Garden,City of Boston,5,0.48,Community_Gardens
Charlestown,Sullivan Square,City of Boston,1,1.62052496,Malls_Sqs_Plaza
Charlestown,Caldwell Street Play Area,City of Boston,3,0.11285785,Park_Play_Fields
Charlestown,Patrick J. Kelly Park,Private,3,0.14062231,Park_Play_Fields
Charlestown,Little Mystic Access Area,BRA,3,2.07,Park_Play_Fields
Charlestown,Corey Street Court,BHA,3,0.17552117,Park_Play_Fields
Charlestown,13th Street Circle Garden,City of Boston,5,0.05871058,Community_Gardens
Charlestown,8th Street Circle Garden,City of Boston,5,0.04690589,Community_Gardens
Charlestown,9th Street Circle Garden,City of Boston,5,0.04569857,Community_Gardens
Charlestown,Charlestown Parcel 6,MassDOT,1,0.12,Malls_Sqs_Plaza
Charlestown,CANA Portal,MassDOT,1,1.15,Malls_Sqs_Plaza
Charlestown,Galvin Green,Commonwealth of Massachusetts,1,5.13,Malls_Sqs_Plaza
Charlestown,O'Reilly Way Court,BHA,3,0.53,Park_Play_Fields
Charlestown,Schraffts Centre Harborwalk,Private,1,1.01,Malls_Sqs_Plaza
Charlestown,Kennedy Family Service Center Park,Private,3,0.11,Park_Play_Fields
Charlestown,Kennedy Family Service Cntr Playlot,Private,3,0.2,Park_Play_Fields
Charlestown,Mishawam Playlots,Private,3,0.24,Park_Play_Fields
Charlestown,Medford Street Corridor II,Private,7,1.63,Park_Play_Fields
Charlestown,Bunker Hill Burying Ground,City of Boston,4,1.1230495,Burial_Grounds
Charlestown,Rink Grounds,Commonwealth of Massachusetts,3,0.73,Park_Play_Fields
Charlestown,Essex Square,City of Boston,1,0.03,Malls_Sqs_Plaza
Charlestown,Thompson Square,City of Boston,1,0.14,Malls_Sqs_Plaza
Charlestown,Charlestown Veteran's Memorial Park,City of Boston,1,0.04,Malls_Sqs_Plaza
Charlestown,Menino Park,BRA,3,1.24,Park_Play_Fields
Charlestown,Bunker Hill CC Athletic Fields,Commonwealth of Massachusetts,3,14.07,Park_Play_Fields
Charlestown,Bunker Hill CC Campus Grounds,Commonwealth of Massachusetts,3,0,Park_Play_Fields
Charlestown,Charlestown Overlook,BRA,6,0.21,Natural_Areas
Charlestown,Cook Street Play Area,City of Boston,3,0.0981234,Park_Play_Fields
Charlestown,Spaulding Rehabilitation Plaza,Private,1,0.3,Malls_Sqs_Plaza
Charlestown,Charlestown Naval Shipyard Park II,Private,3,0.85580779,Park_Play_Fields
Charlestown,Navy Yard Grounds,United States of America,3,3.58,Park_Play_Fields
Charlestown,Peter Looney Park,City of Boston,3,0.67,Park_Play_Fields
Charlestown,Charlestown Naval Shipyard Park I,BRA,3,9.58,Park_Play_Fields
Charlestown,Mt. Vernon Street Plaza,Massport,3,0.15,Park_Play_Fields
Charlestown,Austin & Main Plaza,BRA,1,0.12,Malls_Sqs_Plaza
Charlestown,Medford Street Corridor I,Massport,7,6.85,Park_Play_Fields
Dorchester,Dorchester North Burying Ground,City of Boston,4,3.30391727,Burial_Grounds
Dorchester,Calf Pasture I,City of Boston,6,1.93,Natural_Areas
Dorchester,Meetinghouse Hill Overlook,City of Boston,6,0.40922366,Natural_Areas
Dorchester,Downer Avenue Playground,City of Boston,3,0.80889778,Park_Play_Fields
Dorchester,The Humps,City of Boston,6,0.92720636,Natural_Areas
Dorchester,Quincy/Stanley Play Area,City of Boston,3,0.3724094,Park_Play_Fields
Dorchester,Deer Street Park,City of Boston,3,0.24478116,Park_Play_Fields
Dorchester,Savin Hill Beach,Commonwealth of Massachusetts,2,2.98993894,Parks_Reserv_Beaches
Dorchester,Coppens Square,City of Boston,1,0.35701954,Malls_Sqs_Plaza
Dorchester,Old Harbor Park,Commonwealth of Massachusetts,2,7.99,Parks_Reserv_Beaches
Dorchester,McConnell Park,City of Boston,3,6.20127641,Park_Play_Fields
Dorchester,Sterling Square,BHA,1,1.0387651,Malls_Sqs_Plaza
Dorchester,Veterans Memorial Park,BHA,3,0.20177296,Park_Play_Fields
Dorchester,Ronan Park,City of Boston,3,11.27463098,Park_Play_Fields
Dorchester,Mt. Bowdoin Green,City of Boston,1,0.53817884,Malls_Sqs_Plaza
Dorchester,Byrne Playground,City of Boston,3,1.26302622,Park_Play_Fields
Dorchester,Doherty/Gibson Playground,City of Boston,3,5.72627282,Park_Play_Fields
Dorchester,Wellesley Park,City of Boston,3,0.71338629,Park_Play_Fields
Dorchester,McMorrow Playground,Commonwealth of Massachusetts,3,5.23186736,Park_Play_Fields
Dorchester,Hemenway Playground,City of Boston,3,4.39521048,Park_Play_Fields
Dorchester,Rev. Loesch Family Park,City of Boston,3,2.25259606,Park_Play_Fields
Dorchester,Codman Burying Ground,Private,4,2.62522784,Burial_Grounds
Dorchester,Gallivan/Hallet Circle,Commonwealth of Massachusetts,1,0.47798957,Malls_Sqs_Plaza
Dorchester,Toohig Playground,Commonwealth of Massachusetts,3,2.12423446,Park_Play_Fields
Dorchester,Martin/Hilltop Playground,City of Boston,3,1.31193964,Park_Play_Fields
Dorchester,Nightingale Garden,BNAN,5,1.37139983,Community_Gardens
Dorchester,10 Josephine Street Garden,Community Group/Nonprofit,5,0.06908424,Community_Gardens
Dorchester,29 Josephine Street Garden,Community Group/Nonprofit,5,0.11306632,Community_Gardens
Dorchester,Mother's Rest at Four Corners,City of Boston,3,1.12453477,Park_Play_Fields
Dorchester,Ripley Playground,City of Boston,3,0.82672673,Park_Play_Fields
Dorchester,Garvey Playground,City of Boston,3,5.27312017,Park_Play_Fields
Dorchester,Centervale Park,City of Boston,1,0.19595483,Malls_Sqs_Plaza
Dorchester,Conley & Tenean Streets Park,Commonwealth of Massachusetts,3,0.50706674,Park_Play_Fields
Dorchester,Norton Street Playground,BRA,3,0.06590689,Park_Play_Fields
Dorchester,Keystone Shoreline,Private,6,0.52357348,Natural_Areas
Dorchester,Geneva Cliffs I,City of Boston,6,1.82935019,Natural_Areas
Dorchester,Torrey Street Park Garden,Community Group/Nonprofit,5,0.06794837,Community_Gardens
Dorchester,Wheatland Avenue Victory Garden,BNAN,5,0.15480932,Community_Gardens
Dorchester,Clayborne Street Garden,Community Group/Nonprofit,5,0.07610699,Community_Gardens
Dorchester,Fannie Lou Hamer Community Garden,Private,5,0.10322488,Community_Gardens
Dorchester,Audrey Jacobs Memorial CG,BNAN,5,0.10389404,Community_Gardens
Dorchester,Bullard Street Garden,Community Group/Nonprofit,5,0.09183434,Community_Gardens
Dorchester,Quincy/Coleman Garden,Community Group/Nonprofit,5,0.3022826,Community_Gardens
Dorchester,Barry Street Garden,Community Group/Nonprofit,5,0.09218628,Community_Gardens
Dorchester,Lydon Way Garden,City of Boston,5,0.18563368,Community_Gardens
Dorchester,Codman Square,City of Boston,1,0.33918222,Malls_Sqs_Plaza
Dorchester,UMass Boston Athletic Fields,Commonwealth of Massachusetts,3,18.4677814,Park_Play_Fields
Dorchester,Claymont Terrace,Private,3,0.60573728,Park_Play_Fields
Dorchester,Lucy Stone Schoolyard,City of Boston,3,0.78345732,Park_Play_Fields
Dorchester,Fernald Rock,City of Boston,6,0.06422499,Natural_Areas
Dorchester,L Street Beach,City of Boston,2,5.57101615,Parks_Reserv_Beaches
Dorchester,M Street Beach,Commonwealth of Massachusetts,2,4.40267291,Parks_Reserv_Beaches
Dorchester,Strandway/Castle Island,Commonwealth of Massachusetts,2,47.69946623,Parks_Reserv_Beaches
Dorchester,Marine Park,Commonwealth of Massachusetts,2,17.19998118,Parks_Reserv_Beaches
Dorchester,UMass Harborwalk,Commonwealth of Massachusetts,2,13.08531362,Parks_Reserv_Beaches
Dorchester,Malibu Beach,Commonwealth of Massachusetts,2,26.11747726,Parks_Reserv_Beaches
Dorchester,Victory Road Park,Commonwealth of Massachusetts,2,6.15465743,Parks_Reserv_Beaches
Dorchester,Florida Street Reservation,City of Boston,1,0.06797031,Malls_Sqs_Plaza
Dorchester,Tenean Beach,Commonwealth of Massachusetts,2,8.70153083,Parks_Reserv_Beaches
Dorchester,Moakley Park,City of Boston,3,58.77242512,Park_Play_Fields
Dorchester,Kennedy Library Harborwalk,United States of America,1,3.32160247,Malls_Sqs_Plaza
Dorchester,Savin Hill Cove,Commonwealth of Massachusetts,2,1.77442501,Parks_Reserv_Beaches
Dorchester,Daniel E. O'Connor Park,City of Boston,1,0.13514805,Malls_Sqs_Plaza
Dorchester,Harbor Point Boulevard,Private,1,2.30972838,Malls_Sqs_Plaza
Dorchester,Patten's Cove,Commonwealth of Massachusetts,2,9.57859611,Parks_Reserv_Beaches
Dorchester,Meetinghouse Hill Churchyard,Private,1,0.80745493,Malls_Sqs_Plaza
Dorchester,McCormack School Ball Field,City of Boston,3,1.4,Park_Play_Fields
Dorchester,Boston College HS Athletic Fields,Private,3,19.53,Park_Play_Fields
Dorchester,Stanley-Bellevue Park,City of Boston,3,0.35177328,Park_Play_Fields
Dorchester,Paul Sullivan House Comm Garden,Community Group/Nonprofit,5,0.05367956,Community_Gardens
Dorchester,Clementine Park,City of Boston,5,0.02508511,Community_Gardens
Dorchester,Columbia Point Community Garden,Private,5,0.05,Community_Gardens
Dorchester,UMass Boston Campus Ctr Oval,Commonwealth of Massachusetts,1,1.66,Malls_Sqs_Plaza
Dorchester,Melvinside Play Area,Private,3,0.4,Park_Play_Fields
Dorchester,William S. Britton Square,City of Boston,1,0.03,Malls_Sqs_Plaza
Dorchester,Algonquin Square,City of Boston,1,0.04,Malls_Sqs_Plaza
Dorchester,Scalia Square,City of Boston,1,0.01,Malls_Sqs_Plaza
Dorchester,Edward Everett Square,City of Boston,1,0.09,Malls_Sqs_Plaza
Dorchester,Dever School Schoolyard,City of Boston,3,1.13,Park_Play_Fields
Dorchester,McCormack School Courts,City of Boston,3,0.32,Park_Play_Fields
Dorchester,Ryan Play Area,City of Boston,3,0.63,Park_Play_Fields
Dorchester,Adams/King Playground,City of Boston,3,0.68,Park_Play_Fields
Dorchester,Elmhurst Street Park,City of Boston,3,0.23484021,Park_Play_Fields
Dorchester,Spencer Street Garden,BNAN,5,0.1029241,Community_Gardens
Dorchester,McCormack School Yard,City of Boston,3,0.58,Park_Play_Fields
Dorchester,Tebroc Street Playlot,City of Boston,3,0.02,Park_Play_Fields
Dorchester,Norton/Stonehurst Garden,BNAN,5,0.08486794,Community_Gardens
Dorchester,Tremlett Square,City of Boston,1,0.16,Malls_Sqs_Plaza
Dorchester,Roberts Playground,City of Boston,3,10.18916048,Park_Play_Fields
Dorchester,Geneva Cliffs II,Private,6,1.19,Natural_Areas
Dorchester,Calf Pasture II,Commonwealth of Massachusetts,6,7.12,Natural_Areas
Dorchester,Rupert-Trinity Park,Private,1,0.07,Malls_Sqs_Plaza
Dorchester,Pope John Paul II Park I,Commonwealth of Massachusetts,2,70,Parks_Reserv_Beaches
Dorchester,Port Norfolk Park,Commonwealth of Massachusetts,2,12.72,Parks_Reserv_Beaches
Dorchester,Pope John Paul II Park II,MBTA,2,0.33,Parks_Reserv_Beaches
Dorchester,West Link Park,Commonwealth of Massachusetts,2,3.43,Parks_Reserv_Beaches
Dorchester,Carson Beach,Commonwealth of Massachusetts,2,24.73207787,Parks_Reserv_Beaches
Dorchester,Commercial Point,Commonwealth of Massachusetts,2,2.38,Parks_Reserv_Beaches
Dorchester,Savin Hill Park,City of Boston,3,8.29468216,Park_Play_Fields
Dorchester,Allen Park,City of Boston,3,1.29,Park_Play_Fields
Dorchester,O'Donnell Square,City of Boston,1,0.06,Malls_Sqs_Plaza
Dorchester,Columbia Road/Day Boulevard,Commonwealth of Massachusetts,2,16.85,Parks_Reserv_Beaches
East Boston,East Boston Memorial Park I,City of Boston,3,14.79060502,Park_Play_Fields
East Boston,Noyes Playground,City of Boston,3,8.22374845,Park_Play_Fields
East Boston,Bayswater Street,Massport,6,1.70395628,Natural_Areas
East Boston,Temple Ohabei Shalom Cemetery,Private,4,2.33948186,Burial_Grounds
East Boston,Cuneo Park,City of Boston,3,0.23067238,Park_Play_Fields
East Boston,Bennington Street Cemetery,City of Boston,4,3.58974149,Burial_Grounds
East Boston,American Legion Playground,City of Boston,3,3.38388095,Park_Play_Fields
East Boston,Prescott Square,City of Boston,1,0.27780017,Malls_Sqs_Plaza
East Boston,Putnam Square,City of Boston,1,0.26354042,Malls_Sqs_Plaza
East Boston,Paris Street Playground,City of Boston,3,0.79449789,Park_Play_Fields
East Boston,Brophy Park,City of Boston,3,0.77383094,Park_Play_Fields
East Boston,Sumner & Lamson Street Playground,City of Boston,3,0.48357588,Park_Play_Fields
East Boston,Joe Ciampa Garden,BNAN,5,0.22171011,Community_Gardens
East Boston,Condor Street Beach I,City of Boston,6,2.74,Natural_Areas
East Boston,Festa Field,Massport,3,0.99445051,Park_Play_Fields
East Boston,Eagle Hill Memorial Park Garden,BNAN,5,0.15315481,Community_Gardens
East Boston,East Boston Greenway,City of Boston,2,2.61096403,Parks_Reserv_Beaches
East Boston,Dom Savio Athletic Field,Private,3,3.11070765,Park_Play_Fields
East Boston,Belle Isle Coastal Preserve,City of Boston,6,1.57,Natural_Areas
East Boston,Lewis Mall,BHA,1,1.27120513,Malls_Sqs_Plaza
East Boston,Scarmella/Maverick Square,Commonwealth of Massachusetts,1,0.39870423,Malls_Sqs_Plaza
East Boston,Veterans Park I,MassDOT,3,0.37,Park_Play_Fields
East Boston,Veterans Park II,City of Boston,3,0.2,Park_Play_Fields
East Boston,Decatur & Meridian Streets Park,MassDOT,3,0.2,Park_Play_Fields
East Boston,East Boston Piers Park,Massport,3,6.79,Park_Play_Fields
East Boston,Golden Stairs Terrace Park I,City of Boston,3,0.17,Park_Play_Fields
East Boston,The Rockies,City of Boston,6,0.72777625,Natural_Areas
East Boston,Mendoza Square,City of Boston,1,0.03237484,Malls_Sqs_Plaza
East Boston,Belle Isle Marsh Reservation,Commonwealth of Massachusetts,2,142.1,Parks_Reserv_Beaches
East Boston,Suffolk Downs Infield,Private,3,28.37534005,Park_Play_Fields
East Boston,Condor Street Overlook,City of Boston,6,0.45,Natural_Areas
East Boston,Bremen Street Park I,Massport,3,17.79,Park_Play_Fields
East Boston,Our Garden,City of Boston,5,0.34129706,Community_Gardens
East Boston,Shore Plaza East Garden,Private,5,0.09258596,Community_Gardens
East Boston,Lombardi Memorial Park,BHA,1,0.53,Malls_Sqs_Plaza
East Boston,Lewis Mall Harborpark,City of Boston,1,0.25,Malls_Sqs_Plaza
East Boston,South Shore Plaza Courts,Private,3,0.23,Park_Play_Fields
East Boston,South Shore Plaza Park,Private,1,0.5,Malls_Sqs_Plaza
East Boston,East Boston Social Centers Playlot,Private,3,0.33,Park_Play_Fields
East Boston,Golden Stairs Terrace Park II,City of Boston,1,0.07,Malls_Sqs_Plaza
East Boston,Solari Square,City of Boston,1,0.005,Malls_Sqs_Plaza
East Boston,Suffolk Downs T Station Lawns,MBTA,1,0.97,Malls_Sqs_Plaza
East Boston,Belle Isle Inlet Buffer I,MBTA,6,5.04,Natural_Areas
East Boston,Belle Isle Inlet Buffer II,Private,6,2.04,Natural_Areas
East Boston,East Boston Memorial Park II,Massport,3,3.06,Park_Play_Fields
East Boston,East Boston Memorial Park III,Commonwealth of Massachusetts,3,2.01,Park_Play_Fields
East Boston,Bremen Street Park II,Massport,3,0.01,Park_Play_Fields
East Boston,Condor Street Beach II,City of Boston,3,0.2,Park_Play_Fields
East Boston,London Street Park,MassDOT,3,0.14,Park_Play_Fields
East Boston,Central Square,City of Boston,1,0.90501454,Malls_Sqs_Plaza
East Boston,Bonito Square,City of Boston,1,0.05754655,Malls_Sqs_Plaza
East Boston,LoPresti Park,City of Boston,3,3.23,Park_Play_Fields
East Boston,Wood Island Bay Edge,Massport,6,3.3712914,Natural_Areas
East Boston,Wood Island Bay Marsh,Massport,6,68.21507048,Natural_Areas
East Boston,Don Orione,Private,6,4.73515262,Natural_Areas
East Boston,Constitution Beach,Commonwealth of Massachusetts,2,25.39673452,Parks_Reserv_Beaches
East Boston,Umana Schoolyard,City of Boston,3,2.52044147,Park_Play_Fields
East Boston,Massport Harborwalk,Massport,1,3.52985924,Malls_Sqs_Plaza
East Boston,Porzio Park II,City of Boston,3,0.14,Park_Play_Fields
East Boston,Porzio Park,City of Boston,3,1.65840158,Park_Play_Fields
East Boston,McLean Playground,City of Boston,3,0.42966509,Park_Play_Fields
East Boston,Navy Fuel Pier Airport Edge Buffer,Massport,3,0.84,Park_Play_Fields
East Boston,Goodearl Square,City of Boston,1,0.01,Malls_Sqs_Plaza
East Boston,Condor Street Overlook Access Area,City of Boston,6,0.03,Natural_Areas
East Boston,Meridian-London Triangle,City of Boston,1,0.03,Malls_Sqs_Plaza
Fenway,Nickerson Field,Private,3,6.34559501,Park_Play_Fields
Fenway,Fenway Park Field,Private,3,2.78,Park_Play_Fields
Fenway,Symphony Road Garden,BNAN,5,0.29788615,Community_Gardens
Fenway,Ramler Park,City of Boston,3,0.51,Park_Play_Fields
Fenway,Commonwealth Plaza,MassDOT,1,0.15673393,Malls_Sqs_Plaza
Fenway,Harvard Business School Athltc Flds,Private,3,0.56528814,Park_Play_Fields
Fenway,Riverway I,City of Boston,3,17.18,Park_Play_Fields
Fenway,Charlesgate II,Commonwealth of Massachusetts,2,1.49,Parks_Reserv_Beaches
Fenway,Boylston Street I,City of Boston,2,0.62,Parks_Reserv_Beaches
Fenway,Boylston Street II,Commonwealth of Massachusetts,2,2.4,Parks_Reserv_Beaches
Fenway,Park Drive I,City of Boston,2,5.1,Parks_Reserv_Beaches
Fenway,Park Drive II,Commonwealth of Massachusetts,2,1.38,Parks_Reserv_Beaches
Fenway,Riverway II,Commonwealth of Massachusetts,2,2.36,Parks_Reserv_Beaches
Fenway,BU Grounds West,Private,1,1.1,Malls_Sqs_Plaza
Fenway,BU Grounds Central,Private,1,2.53983108,Malls_Sqs_Plaza
Fenway,BU Grounds South,Private,1,0.83,Malls_Sqs_Plaza
Fenway,BU Yard,Private,3,0.18,Park_Play_Fields
Fenway,BU Grounds East,Private,1,0.61,Malls_Sqs_Plaza
Fenway,Kilmarnock-Brookline Square,Private,1,0.1,Malls_Sqs_Plaza
Fenway,Soldiers Field,Private,3,61.96925141,Park_Play_Fields
Fenway,Charles River Reservation,Commonwealth of Massachusetts,2,171.69,Parks_Reserv_Beaches
Hyde Park,Connell Fields/Hickey Courts,Commonwealth of Massachusetts,3,4.1483742,Park_Play_Fields
Hyde Park,Doyle Playground,Commonwealth of Massachusetts,3,0.94486646,Park_Play_Fields
Hyde Park,West Street,City of Boston,6,2.53280629,Natural_Areas
Hyde Park,Dell Rock I,City of Boston,6,1.3,Natural_Areas
Hyde Park,Amatucci Playground,City of Boston,3,0.44867941,Park_Play_Fields
